web_scraper_order,web_scraper_start_url,pagination,review,timestamp
"1780196867-109","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Semoga barang awet","2026-01-27 12:11 | Variasi: Biru,4/128"
"1780196867-110","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Udh ke3x order dsini.ssmuanya ok","2026-01-28 09:50 | Variasi: Biru Muda,6/128"
"1780196867-111","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Maaf seller baru beri penilaian, untuk mengetahui hp berfungsi dengan baik tau tidak, ternyata daftar email sulit, wa beberapa hari digunakan untuk telfon luar negeri kena spam nomer sudah gak bisa dipake lagi terpaksa beli nomer baru, kecewa pas ada fitur tidak bisa digunakan dengan baik,, akhirnya beli hp second jauh lebih baik wa tidak pernah kena spam daftar emailpun lancar","2026-04-26 09:22 | Variasi: Biru,8/256"
"1780196867-112","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-02-28 11:46 | Variasi: Biru Muda,8/256"
"1780196867-113","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","bagus alhamdulilah reseler amanah cuma mau upload video ke panjangan jdi cuma bisa foto","2026-01-27 15:48 | Variasi: Biru Muda,6/128"
"1780196867-114","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-02-13 13:08 | Variasi: Pink,8/256"
"1780196867-115","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Lbh jernih pas waktu live","2026-04-24 13:31 | Variasi: Biru Muda,8/256"
"1780196867-116","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-02-17 17:52 | Variasi: Merah,8/256"
"1780196867-117","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Hp aman bagus salah nya cuma satu pas di unboxing kameranya lecet dan buram, seperti second sekian dan terimakasih 🙏","2026-04-14 15:17 | Variasi: Biru Muda,8/256"
"1780196867-118","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Hp tidak bisa menggunakan wa,sudah beberapa kali ganti kartu.tetap kena tinjau an.
Sangat menyesal.minta tolong solusinya buat penjual😩","2026-05-20 12:39 | Variasi: Biru,8/256"
"1780196867-119","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Bagus barang nya baru bukan seken ,,,jgn ragu y belanja di sini anak saya suka bnget","2026-02-12 06:02 | Variasi: Biru,8/256"
"1780196867-120","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-03-29 13:47 | Variasi: Biru Muda,8/256"
"1780196867-121","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Gak sama kaya yg bulan kmren beli padahal bulan kmren baru beli hp di toko nih juga tapi beda masih keliatan ori hp yg kmren buat cek IMEI juga sesuai sama yg di gugel tapi kalo hp yg baru dateng buat cek IMEI malah gak terdaftar","2026-05-12 20:13 | Variasi: Biru,8/256"
"1780196867-122","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Alhamdulillah yg ke dua kalinya beli di toko pinduo duo ini amanah sekali gercep 
Semoga makin sukses toko nya.","2026-04-01 08:58 | Variasi: Merah,8/256"
"1780196867-123","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","","2026-04-15 10:45 | Variasi: Biru Muda,8/256"
"1780196867-124","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Terima kasih seler/toko","2026-03-03 12:36 | Variasi: Biru Muda,4/128"
"1780196867-125","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Barang diterima dengan baik, tidak ada yang rusak , hp lengkap dengan charger, dan casing bublerupnya  bagus bangat, pengemasan sangat nyaman ya jadi hpnya gak rusak, hpnya nyala batre 92 persen, hpnya baru, sesuai harga, tapi yang kurang saya suka kameranya masih kurang, kalau buat konten masih kurang bersih.","2026-05-11 19:48 | Variasi: Biru,8/256"
"1780196867-126","https://shopee.co.id/Vivo-Y17-8GB-256GB-6.35-4G-LTE-5000mAh-i.22241652.41978145859?extraParams=%7B%22display_model_id%22%3A415454859694%2C%22model_selection_logic%22%3A3%7D&sp_atk=33dcc5d1-5027-4608-b74e-e4575fde0515&xptdk=33dcc5d1-5027-4608-b74e-e4575fde0515","","Day 1 beli hp online, alhamdulillah sesuai ekspektasi, dtang di palu dtng dgan selamat","2026-04-15 19:10 | Variasi: Biru Muda,8/256"
